date,close,open,high,low,diff
2018년 09월 18일,"1,122.82","1,126.33","1,131.10","1,122.20",(0.0031)
2018년 09월 17일,"1,126.33","1,122.00","1,130.31","1,121.10",0.0042 
2018년 09월 14일,"1,121.66","1,120.83","1,123.08","1,116.40",0.0015 
2018년 09월 13일,"1,120.01","1,119.42","1,126.59","1,116.97",(0.0002)
2018년 09월 12일,"1,120.25","1,123.99","1,130.65","1,117.10",(0.0033)
2018년 09월 11일,"1,123.99","1,129.60","1,131.60","1,123.70",(0.0052)
2018년 09월 10일,"1,129.90","1,128.60","1,132.14","1,126.70",0.0012 
2018년 09월 07일,"1,128.57","1,122.75","1,129.18","1,121.30",0.0058 
2018년 09월 06일,"1,122.06","1,119.02","1,124.96","1,116.59",0.0020 
2018년 09월 05일,"1,119.84","1,118.36","1,126.64","1,114.28",0.0013 
2018년 09월 04일,"1,118.36","1,112.10","1,122.49","1,111.90",0.0056 
2018년 09월 03일,"1,112.10","1,115.65","1,118.74","1,109.56",(0.0032)
2018년 08월 31일,"1,115.63","1,113.96","1,118.45","1,111.58",0.0008 
2018년 08월 30일,"1,114.79","1,111.18","1,116.19","1,107.53",0.0037 
2018년 08월 29일,"1,110.64","1,108.30","1,115.33","1,106.90",0.0021 
2018년 08월 28일,"1,108.30","1,108.80","1,112.84","1,104.50",(0.0007)
2018년 08월 27일,"1,109.05","1,114.75","1,117.19","1,107.65",(0.0049)
2018년 08월 24일,"1,114.51","1,123.80","1,126.74","1,112.17",(0.0090)
2018년 08월 23일,"1,124.62","1,117.76","1,125.43","1,117.30",0.0061 
2018년 08월 22일,"1,117.76","1,117.28","1,121.55","1,116.10",0.0010 
2018년 08월 21일,"1,116.61","1,117.35","1,120.33","1,114.38",(0.0014)
2018년 08월 20일,"1,118.17","1,119.40","1,124.72","1,117.60",(0.0014)
2018년 08월 17일,"1,119.69","1,127.35","1,128.32","1,117.58",(0.0067)
2018년 08월 16일,"1,127.25","1,133.97","1,137.55","1,123.90",(0.0059)
2018년 08월 15일,"1,133.97","1,128.21","1,139.07","1,127.10",0.0051 
2018년 08월 14일,"1,128.21","1,137.00","1,137.60","1,127.40",(0.0077)
2018년 08월 13일,"1,137.00","1,130.00","1,138.93","1,129.40",0.0060 
2018년 08월 10일,"1,130.17","1,123.40","1,133.00","1,122.60",0.0058 
2018년 08월 09일,"1,123.70","1,118.17","1,124.68","1,116.80",0.0058 
2018년 08월 08일,"1,117.26","1,117.12","1,121.60","1,116.08",(0.0006)
2018년 08월 07일,"1,117.94","1,126.70","1,128.55","1,117.10",(0.0078)
2018년 08월 06일,"1,126.70","1,123.20","1,128.50","1,122.25",0.0030 
2018년 08월 03일,"1,123.34","1,128.21","1,131.42","1,121.35",(0.0043)
2018년 08월 02일,"1,128.21","1,119.49","1,131.98","1,118.82",0.0078 
2018년 08월 01일,"1,119.49","1,113.25","1,123.29","1,112.60",0.0056 
2018년 07월 31일,"1,113.25","1,118.73","1,121.60","1,110.60",(0.0041)
2018년 07월 30일,"1,117.81","1,114.97","1,120.83","1,113.28",0.0017 
2018년 07월 27일,"1,115.89","1,124.62","1,125.94","1,114.87",(0.0076)
2018년 07월 26일,"1,124.38","1,117.65","1,124.77","1,116.47",0.0059 
2018년 07월 25일,"1,117.79","1,127.55","1,131.13","1,117.46",(0.0085)
2018년 07월 24일,"1,127.41","1,134.09","1,138.30","1,126.03",(0.0060)
2018년 07월 23일,"1,134.19","1,128.12","1,138.26","1,126.48",0.0056 
2018년 07월 20일,"1,127.90","1,135.39","1,139.70","1,127.48",(0.0067)
2018년 07월 19일,"1,135.55","1,131.32","1,141.56","1,128.95",0.0039 
2018년 07월 18일,"1,131.16","1,127.00","1,134.90","1,125.99",0.0037 
2018년 07월 17일,"1,127.00","1,128.64","1,129.20","1,122.65",(0.0013)
2018년 07월 16일,"1,128.46","1,129.82","1,131.12","1,125.26",(0.0015)
2018년 07월 13일,"1,130.14","1,124.72","1,135.12","1,122.42",0.0049 
2018년 07월 12일,"1,124.58","1,128.23","1,131.10","1,122.30",(0.0032)
2018년 07월 11일,"1,128.23","1,114.43","1,130.29","1,113.17",0.0126 
2018년 07월 10일,"1,114.22","1,113.12","1,118.48","1,109.39",0.0008 
2018년 07월 09일,"1,113.32","1,115.44","1,116.80","1,109.83",(0.0020)
2018년 07월 06일,"1,115.52","1,119.15","1,122.22","1,114.24",(0.0034)
2018년 07월 05일,"1,119.33","1,116.25","1,122.13","1,114.90",0.0026 
2018년 07월 04일,"1,116.40","1,115.14","1,119.06","1,112.84",0.0013 
2018년 07월 03일,"1,114.99","1,118.88","1,125.40","1,112.58",(0.0035)
2018년 07월 02일,"1,118.88","1,115.01","1,122.45","1,113.90",0.0034 
2018년 06월 29일,"1,115.04","1,121.63","1,122.42","1,111.06",(0.0056)
2018년 06월 28일,"1,121.35","1,123.24","1,125.82","1,119.42",(0.0020)
2018년 06월 27일,"1,123.57","1,118.66","1,126.33","1,115.96",0.0045 
2018년 06월 26일,"1,118.52","1,115.47","1,121.02","1,113.46",0.0027 
2018년 06월 25일,"1,115.47","1,111.90","1,119.22","1,110.39",0.0031 
2018년 06월 22일,"1,112.00","1,110.55","1,115.80","1,106.35",0.0013 
2018년 06월 21일,"1,110.55","1,109.98","1,114.98","1,105.58",0.0005 
2018년 06월 20일,"1,109.98","1,111.89","1,113.56","1,104.47",(0.0017)
2018년 06월 19일,"1,111.89","1,103.51","1,117.45","1,102.80",0.0076 
2018년 06월 18일,"1,103.51","1,102.79","1,107.41","1,100.80",0.0001 
2018년 06월 15일,"1,103.42","1,089.15","1,104.70","1,087.62",0.0131 
2018년 06월 14일,"1,089.15","1,086.17","1,090.03","1,081.42",0.0029 
2018년 06월 13일,"1,086.03","1,081.68","1,088.81","1,079.70",0.0039 
2018년 06월 12일,"1,081.84","1,076.88","1,082.47","1,072.90",0.0046 
2018년 06월 11일,"1,076.88","1,075.00","1,077.74","1,072.12",0.0018 
2018년 06월 08일,"1,074.93","1,072.61","1,078.85","1,070.74",0.0026 
2018년 06월 07일,"1,072.19","1,066.63","1,074.20","1,065.54",0.0050 
2018년 06월 06일,"1,066.88","1,071.79","1,072.29","1,065.85",(0.0047)
2018년 06월 05일,"1,071.95","1,070.33","1,073.47","1,067.40",0.0014 
2018년 06월 04일,"1,070.48","1,072.26","1,073.36","1,068.23",(0.0013)
2018년 06월 01일,"1,071.88","1,080.74","1,081.46","1,071.31",(0.0081)
2018년 05월 31일,"1,080.59","1,076.79","1,083.00","1,074.34",0.0032 
2018년 05월 30일,"1,077.10","1,084.67","1,085.64","1,076.95",(0.0067)
2018년 05월 29일,"1,084.37","1,075.41","1,086.29","1,073.89",0.0085 
2018년 05월 28일,"1,075.24","1,078.18","1,078.18","1,071.39",(0.0029)
2018년 05월 25일,"1,078.38","1,081.69","1,083.20","1,075.31",(0.0031)
2018년 05월 24일,"1,081.69","1,077.25","1,086.05","1,075.33",0.0041 
2018년 05월 23일,"1,077.25","1,076.54","1,083.95","1,074.87",0.0007 
2018년 05월 22일,"1,076.54","1,077.55","1,079.77","1,073.41",(0.0011)
2018년 05월 21일,"1,077.69","1,081.43","1,087.82","1,077.54",(0.0034)
2018년 05월 18일,"1,081.37","1,082.61","1,086.30","1,076.55",(0.0011)
2018년 05월 17일,"1,082.59","1,077.52","1,083.78","1,076.27",0.0045 
2018년 05월 16일,"1,077.74","1,081.01","1,084.50","1,076.59",(0.0028)
2018년 05월 15일,"1,080.82","1,070.95","1,082.49","1,069.36",0.0092 
2018년 05월 14일,"1,070.94","1,067.78","1,071.26","1,064.77",0.0028 
2018년 05월 11일,"1,067.98","1,065.79","1,071.30","1,064.79",0.0020 
2018년 05월 10일,"1,065.80","1,079.48","1,081.51","1,064.43",(0.0126)
2018년 05월 09일,"1,079.38","1,078.43","1,083.73","1,076.37",0.0008 
2018년 05월 08일,"1,078.56","1,080.04","1,081.54","1,075.88",(0.0014)
2018년 05월 07일,"1,080.03","1,074.44","1,082.76","1,073.12",0.0055 
2018년 05월 04일,"1,074.11","1,075.56","1,079.50","1,073.45",(0.0013)
2018년 05월 03일,"1,075.56","1,079.85","1,080.36","1,073.09",(0.0040)
2018년 05월 02일,"1,079.85","1,073.48","1,080.11","1,072.79",0.0059 
2018년 05월 01일,"1,073.48","1,070.33","1,075.19","1,069.38",0.0028 
2018년 04월 30일,"1,070.45","1,067.52","1,071.71","1,066.01",0.0024 
2018년 04월 27일,"1,067.86","1,077.69","1,079.72","1,067.21",(0.0091)
2018년 04월 26일,"1,077.69","1,082.34","1,082.92","1,076.46",(0.0042)
2018년 04월 25일,"1,082.21","1,077.28","1,085.31","1,075.41",0.0046 
2018년 04월 24일,"1,077.28","1,081.23","1,081.62","1,074.90",(0.0036)
2018년 04월 23일,"1,081.20","1,071.20","1,082.19","1,067.63",0.0094 
2018년 04월 20일,"1,071.10","1,067.21","1,073.79","1,065.94",0.0036 
2018년 04월 19일,"1,067.21","1,065.12","1,068.54","1,059.73",0.0020 
2018년 04월 18일,"1,065.12","1,067.11","1,069.80","1,063.83",(0.0019)
2018년 04월 17일,"1,067.12","1,070.68","1,071.31","1,066.39",(0.0033)
2018년 04월 16일,"1,070.68","1,071.68","1,076.00","1,070.15",(0.0009)
2018년 04월 13일,"1,071.68","1,071.03","1,072.99","1,068.24",0.0006 
2018년 04월 12일,"1,071.04","1,066.80","1,074.01","1,065.51",0.0040 
2018년 04월 11일,"1,066.82","1,064.81","1,070.25","1,064.30",0.0019 
2018년 04월 10일,"1,064.82","1,069.71","1,072.81","1,063.90",(0.0046)
2018년 04월 09일,"1,069.71","1,070.81","1,072.06","1,065.23",(0.0010)
2018년 04월 06일,"1,070.76","1,062.63","1,072.78","1,062.35",0.0077 
2018년 04월 05일,"1,062.63","1,058.28","1,064.20","1,057.41",0.0041 
2018년 04월 04일,"1,058.28","1,054.94","1,066.45","1,054.63",0.0032 
2018년 04월 03일,"1,054.94","1,057.16","1,060.10","1,054.10",(0.0021)
2018년 04월 02일,"1,057.16","1,060.56","1,063.06","1,053.00",(0.0039)
2018년 03월 30일,"1,061.26","1,063.08","1,066.70","1,060.80",(0.0017)
2018년 03월 29일,"1,063.08","1,064.56","1,068.81","1,061.09",(0.0014)
2018년 03월 28일,"1,064.56","1,075.13","1,075.61","1,063.18",(0.0098)
2018년 03월 27일,"1,075.13","1,075.59","1,076.81","1,067.97",(0.0005)
2018년 03월 26일,"1,075.69","1,084.30","1,084.55","1,075.19",(0.0075)
2018년 03월 23일,"1,083.87","1,081.21","1,086.53","1,076.39",0.0025 
2018년 03월 22일,"1,081.21","1,065.15","1,081.79","1,064.71",0.0154 
2018년 03월 21일,"1,064.76","1,071.52","1,073.56","1,064.02",(0.0067)
2018년 03월 20일,"1,071.91","1,073.49","1,074.20","1,068.37",(0.0015)
2018년 03월 19일,"1,073.49","1,070.54","1,074.81","1,069.66",0.0028 
2018년 03월 16일,"1,070.53","1,069.77","1,072.60","1,065.40",0.0007 
2018년 03월 15일,"1,069.78","1,064.56","1,070.46","1,062.95",0.0049 
2018년 03월 14일,"1,064.55","1,066.87","1,069.60","1,061.61",(0.0022)
2018년 03월 13일,"1,066.88","1,065.03","1,068.90","1,062.10",0.0017 
2018년 03월 12일,"1,065.02","1,065.19","1,068.05","1,063.39",(0.0003)
2018년 03월 09일,"1,065.38","1,074.11","1,074.57","1,065.08",(0.0081)
2018년 03월 08일,"1,074.11","1,067.43","1,076.05","1,066.80",0.0063 
2018년 03월 07일,"1,067.43","1,063.96","1,071.49","1,063.80",0.0033 
2018년 03월 06일,"1,063.96","1,077.67","1,078.98","1,060.47",(0.0127)
2018년 03월 05일,"1,077.67","1,079.59","1,083.49","1,076.81",(0.0019)
2018년 03월 02일,"1,079.69","1,082.84","1,085.84","1,077.04",(0.0029)
2018년 03월 01일,"1,082.84","1,085.21","1,088.58","1,080.98",(0.0022)
2018년 02월 28일,"1,085.21","1,081.45","1,085.38","1,079.43",0.0035 
2018년 02월 27일,"1,081.45","1,070.67","1,081.91","1,068.80",0.0101 
2018년 02월 26일,"1,070.67","1,076.99","1,078.11","1,069.33",(0.0059)
2018년 02월 23일,"1,077.00","1,080.72","1,082.40","1,075.52",(0.0034)
2018년 02월 22일,"1,080.72","1,076.01","1,086.40","1,075.75",0.0044 
2018년 02월 21일,"1,076.02","1,074.91","1,078.11","1,070.93",0.0010 
2018년 02월 20일,"1,074.91","1,067.41","1,075.95","1,067.33",0.0070 
2018년 02월 19일,"1,067.41","1,066.61","1,070.61","1,065.76",0.0002 
2018년 02월 16일,"1,067.19","1,064.04","1,069.39","1,061.86",0.0029 
2018년 02월 15일,"1,064.14","1,070.91","1,073.29","1,063.05",(0.0063)
2018년 02월 14일,"1,070.91","1,085.06","1,086.34","1,070.57",(0.0130)
2018년 02월 13일,"1,085.05","1,082.61","1,087.57","1,080.65",0.0023 
2018년 02월 12일,"1,082.60","1,084.61","1,087.07","1,081.90",(0.0028)
2018년 02월 09일,"1,085.67","1,097.58","1,098.40","1,084.90",(0.0109)
2018년 02월 08일,"1,097.58","1,090.24","1,098.93","1,085.58",0.0067 
2018년 02월 07일,"1,090.24","1,080.06","1,090.57","1,079.52",0.0094 
2018년 02월 06일,"1,080.06","1,095.13","1,099.40","1,078.72",(0.0135)
2018년 02월 05일,"1,094.84","1,089.65","1,095.04","1,085.45",0.0045 
2018년 02월 02일,"1,089.95","1,071.10","1,090.58","1,070.42",0.0178 
2018년 02월 01일,"1,070.94","1,070.12","1,074.90","1,068.72",0.0008 
2018년 01월 31일,"1,070.08","1,073.23","1,074.80","1,064.99",(0.0029)
2018년 01월 30일,"1,073.23","1,070.95","1,075.63","1,068.54",0.0021 
2018년 01월 29일,"1,070.95","1,064.50","1,073.01","1,062.50",0.0059 
2018년 01월 26일,"1,064.67","1,066.47","1,067.60","1,061.00",(0.0013)
2018년 01월 25일,"1,066.06","1,064.57","1,067.20","1,055.97",0.0010 
2018년 01월 24일,"1,064.98","1,073.89","1,074.00","1,062.21",(0.0083)
2018년 01월 23일,"1,073.89","1,069.40","1,078.20","1,066.90",0.0042 
2018년 01월 22일,"1,069.40","1,067.66","1,071.81","1,066.52",0.0016 
2018년 01월 19일,"1,067.66","1,070.18","1,071.26","1,063.97",(0.0028)
2018년 01월 18일,"1,070.69","1,067.36","1,072.50","1,066.97",0.0031 
2018년 01월 17일,"1,067.36","1,064.65","1,070.93","1,062.87",0.0025 
2018년 01월 16일,"1,064.65","1,063.43","1,067.71","1,062.12",0.0011 
2018년 01월 15일,"1,063.43","1,056.65","1,065.50","1,055.67",0.0032 
2018년 01월 12일,"1,059.99","1,065.58","1,067.39","1,059.78",(0.0052)
2018년 01월 11일,"1,065.58","1,070.14","1,074.20","1,063.12",(0.0043)
2018년 01월 10일,"1,070.14","1,071.97","1,073.70","1,066.15",(0.0017)
2018년 01월 09일,"1,071.97","1,068.87","1,073.95","1,065.62",0.0029 
2018년 01월 08일,"1,068.86","1,062.21","1,070.70","1,059.44",0.0064 
2018년 01월 05일,"1,062.09","1,061.83","1,064.06","1,060.20",(0.0002)
2018년 01월 04일,"1,062.28","1,065.13","1,069.31","1,061.53",(0.0024)
2018년 01월 03일,"1,064.80","1,062.88","1,068.16","1,062.48",0.0015 
2018년 01월 02일,"1,063.21","1,066.60","1,068.51","1,059.97",(0.0032)
2018년 01월 01일,"1,066.60","1,067.38","1,067.80","1,065.61",(0.0007)
2017년 12월 29일,"1,067.38","1,070.26","1,071.10","1,063.94",(0.0027)
2017년 12월 28일,"1,070.26","1,075.22","1,076.90","1,068.15",(0.0046)
2017년 12월 27일,"1,075.22","1,076.12","1,076.90","1,072.98",(0.0008)
2017년 12월 26일,"1,076.12","1,076.56","1,079.30","1,074.34",(0.0004)
2017년 12월 25일,"1,076.56","1,077.72","1,080.39","1,073.76",(0.0011)
2017년 12월 22일,"1,077.74","1,080.54","1,081.90","1,076.15",(0.0026)
2017년 12월 21일,"1,080.54","1,080.56","1,083.60","1,078.33",0.0000 
2017년 12월 20일,"1,080.56","1,085.67","1,087.20","1,078.42",(0.0047)
2017년 12월 19일,"1,085.67","1,086.07","1,089.51","1,082.41",(0.0003)
2017년 12월 18일,"1,086.05","1,088.96","1,092.20","1,084.55",(0.0027)
2017년 12월 15일,"1,088.95","1,089.22","1,092.11","1,086.59",(0.0002)
2017년 12월 14일,"1,089.22","1,084.55","1,091.13","1,084.32",0.0043 
2017년 12월 13일,"1,084.56","1,092.89","1,095.31","1,083.76",(0.0076)
2017년 12월 12일,"1,092.89","1,088.84","1,093.99","1,087.80",0.0037 
2017년 12월 11일,"1,088.84","1,092.85","1,094.60","1,086.14",(0.0037)
2017년 12월 08일,"1,092.85","1,093.60","1,096.90","1,091.07",(0.0007)
2017년 12월 07일,"1,093.60","1,093.99","1,097.00","1,090.63",(0.0004)
2017년 12월 06일,"1,093.99","1,087.60","1,097.28","1,086.10",0.0059 
2017년 12월 05일,"1,087.62","1,086.29","1,089.00","1,082.23",0.0012 
2017년 12월 04일,"1,086.30","1,083.44","1,090.90","1,083.32",0.0026 
2017년 12월 01일,"1,083.47","1,088.13","1,089.70","1,082.21",(0.0043)
2017년 11월 30일,"1,088.13","1,082.10","1,091.11","1,080.70",0.0056 
2017년 11월 29일,"1,082.10","1,083.95","1,085.90","1,074.71",(0.0017)
2017년 11월 28일,"1,083.95","1,091.69","1,091.80","1,078.66",(0.0071)
2017년 11월 27일,"1,091.69","1,085.62","1,092.26","1,084.56",0.0056 
2017년 11월 24일,"1,085.62","1,083.99","1,087.90","1,083.46",0.0015 
2017년 11월 23일,"1,083.99","1,086.07","1,091.51","1,083.45",(0.0019)
2017년 11월 22일,"1,086.06","1,091.13","1,094.80","1,085.16",(0.0046)
2017년 11월 21일,"1,091.13","1,097.04","1,100.81","1,087.95",(0.0054)
2017년 11월 20일,"1,097.04","1,094.33","1,102.31","1,093.57",0.0025 
2017년 11월 17일,"1,094.32","1,097.18","1,100.41","1,093.45",(0.0026)
2017년 11월 16일,"1,097.18","1,105.69","1,108.20","1,094.17",(0.0077)
2017년 11월 15일,"1,105.69","1,115.52","1,117.51","1,102.16",(0.0088)
2017년 11월 14일,"1,115.52","1,119.89","1,121.51","1,114.03",(0.0039)
2017년 11월 13일,"1,119.89","1,119.60","1,122.80","1,118.81",(0.0010)
2017년 11월 10일,"1,120.96","1,119.12","1,121.63","1,115.89",0.0023 
2017년 11월 09일,"1,118.36","1,114.23","1,121.23","1,112.69",0.0036 
2017년 11월 08일,"1,114.31","1,113.93","1,116.60","1,112.08",0.0003 
2017년 11월 07일,"1,113.93","1,112.83","1,116.45","1,110.78",0.0010 
2017년 11월 06일,"1,112.84","1,115.90","1,119.81","1,110.94",(0.0031)
2017년 11월 03일,"1,116.29","1,112.35","1,117.83","1,110.90",0.0035 
2017년 11월 02일,"1,112.35","1,111.51","1,115.50","1,110.21",0.0007 
2017년 11월 01일,"1,111.52","1,118.42","1,119.90","1,109.35",(0.0062)
2017년 10월 31일,"1,118.42","1,124.78","1,125.15","1,116.02",(0.0057)
2017년 10월 30일,"1,124.78","1,125.98","1,127.60","1,123.56",(0.0011)
2017년 10월 27일,"1,125.97","1,128.76","1,132.70","1,125.19",(0.0025)
2017년 10월 26일,"1,128.75","1,127.81","1,129.49","1,121.92",0.0008 
2017년 10월 25일,"1,127.81","1,130.93","1,131.50","1,122.81",(0.0028)
2017년 10월 24일,"1,130.93","1,130.85","1,131.73","1,127.30",0.0001 
2017년 10월 23일,"1,130.86","1,132.19","1,135.70","1,129.10",(0.0013)
2017년 10월 20일,"1,132.31","1,129.01","1,134.50","1,128.45",0.0029 
2017년 10월 19일,"1,129.01","1,132.87","1,134.80","1,128.37",(0.0034)
2017년 10월 18일,"1,132.88","1,131.21","1,133.91","1,129.28",0.0015 
2017년 10월 17일,"1,131.21","1,128.28","1,133.80","1,127.86",0.0026 
2017년 10월 16일,"1,128.28","1,127.00","1,130.25","1,125.80",0.0014 
2017년 10월 13일,"1,126.67","1,132.89","1,134.60","1,124.84",(0.0055)
2017년 10월 12일,"1,132.89","1,132.91","1,137.31","1,130.54",0.0000 
2017년 10월 11일,"1,132.91","1,135.21","1,138.50","1,130.89",(0.0021)
2017년 10월 10일,"1,135.31","1,143.81","1,144.01","1,131.57",(0.0074)
2017년 10월 09일,"1,143.82","1,145.51","1,146.11","1,142.36",(0.0013)
2017년 10월 06일,"1,145.32","1,142.41","1,145.85","1,141.38",0.0025 
2017년 10월 05일,"1,142.41","1,142.99","1,144.05","1,137.34",(0.0005)
2017년 10월 04일,"1,142.99","1,143.24","1,143.91","1,138.35",(0.0002)
2017년 10월 03일,"1,143.24","1,146.61","1,149.88","1,141.05",(0.0029)
2017년 10월 02일,"1,146.62","1,145.13","1,148.56","1,144.31",0.0012 
2017년 09월 29일,"1,145.30","1,146.59","1,147.81","1,141.77",(0.0011)
2017년 09월 28일,"1,146.58","1,145.75","1,151.65","1,142.80",0.0007 
2017년 09월 27일,"1,145.76","1,137.62","1,146.06","1,137.12",0.0072 
2017년 09월 26일,"1,137.62","1,134.80","1,140.68","1,134.66",0.0025 
2017년 09월 25일,"1,134.80","1,132.91","1,137.43","1,129.43",0.0015 
2017년 09월 22일,"1,133.13","1,132.77","1,140.51","1,130.20",0.0003 
2017년 09월 21일,"1,132.76","1,131.79","1,135.76","1,130.90",0.0009 
2017년 09월 20일,"1,131.79","1,131.18","1,133.96","1,125.57",0.0005 
2017년 09월 19일,"1,131.18","1,129.85","1,132.60","1,127.90",0.0012 
2017년 09월 18일,"1,129.86","1,133.76","1,135.56","1,126.02",(0.0030)
2017년 09월 15일,"1,133.21","1,134.32","1,137.40","1,128.26",(0.0010)
2017년 09월 14일,"1,134.32","1,132.08","1,136.41","1,131.02",0.0020 
2017년 09월 13일,"1,132.08","1,128.69","1,133.07","1,125.81",0.0030 
2017년 09월 12일,"1,128.69","1,130.34","1,131.90","1,126.76",(0.0015)
2017년 09월 11일,"1,130.34","1,132.05","1,135.08","1,126.80",(0.0014)
2017년 09월 08일,"1,131.97","1,127.89","1,134.86","1,125.63",0.0036 
2017년 09월 07일,"1,127.89","1,132.86","1,132.93","1,126.06",(0.0044)
2017년 09월 06일,"1,132.85","1,132.52","1,137.30","1,130.61",0.0003 
2017년 09월 05일,"1,132.52","1,133.39","1,134.60","1,128.12",(0.0008)
2017년 09월 04일,"1,133.39","1,121.71","1,134.70","1,119.46",0.0104 
2017년 09월 01일,"1,121.69","1,124.86","1,125.76","1,118.32",(0.0028)
2017년 08월 31일,"1,124.86","1,124.18","1,129.20","1,122.77",0.0006 
2017년 08월 30일,"1,124.18","1,124.51","1,125.76","1,121.27",(0.0003)
2017년 08월 29일,"1,124.52","1,118.47","1,129.61","1,118.47",0.0054 
2017년 08월 28일,"1,118.47","1,121.90","1,122.61","1,118.19",(0.0028)
2017년 08월 25일,"1,121.60","1,128.23","1,132.40","1,120.41",(0.0059)
2017년 08월 24일,"1,128.23","1,127.57","1,129.50","1,126.41",0.0006 
2017년 08월 23일,"1,127.58","1,132.38","1,134.31","1,126.45",(0.0042)
2017년 08월 22일,"1,132.38","1,138.71","1,139.40","1,132.16",(0.0056)
2017년 08월 21일,"1,138.71","1,139.75","1,140.70","1,136.80",(0.0009)
2017년 08월 18일,"1,139.78","1,142.18","1,145.01","1,138.30",(0.0024)
2017년 08월 17일,"1,142.50","1,135.60","1,142.68","1,134.45",0.0061 
2017년 08월 16일,"1,135.60","1,135.93","1,144.00","1,134.65",(0.0003)
2017년 08월 15일,"1,135.93","1,139.41","1,140.15","1,133.27",(0.0031)
2017년 08월 14일,"1,139.41","1,142.90","1,143.25","1,136.36",(0.0030)
2017년 08월 11일,"1,142.86","1,144.17","1,149.00","1,141.23",(0.0011)
2017년 08월 10일,"1,144.17","1,139.40","1,146.61","1,138.02",0.0042 
2017년 08월 09일,"1,139.40","1,128.99","1,141.16","1,126.37",0.0091 
2017년 08월 08일,"1,129.18","1,127.15","1,129.67","1,123.90",0.0018 
2017년 08월 07일,"1,127.15","1,128.65","1,130.10","1,126.41",(0.0014)
2017년 08월 04일,"1,128.78","1,128.95","1,130.62","1,123.30",(0.0002)
2017년 08월 03일,"1,128.95","1,122.97","1,130.80","1,122.77",0.0053 
2017년 08월 02일,"1,122.97","1,121.54","1,126.81","1,120.38",0.0013 
2017년 08월 01일,"1,121.54","1,119.40","1,123.59","1,115.61",0.0019 
2017년 07월 31일,"1,119.40","1,124.30","1,126.10","1,118.90",(0.0047)
2017년 07월 28일,"1,124.69","1,117.36","1,126.12","1,115.90",0.0066 
2017년 07월 27일,"1,117.35","1,112.60","1,117.99","1,110.90",0.0043 
2017년 07월 26일,"1,112.60","1,120.01","1,123.30","1,112.15",(0.0066)
2017년 07월 25일,"1,120.02","1,115.40","1,120.76","1,114.63",0.0041 
2017년 07월 24일,"1,115.40","1,118.90","1,119.61","1,112.31",(0.0031)
2017년 07월 21일,"1,118.84","1,121.24","1,124.41","1,116.80",(0.0021)
2017년 07월 20일,"1,121.24","1,124.59","1,127.57","1,120.95",(0.0030)
2017년 07월 19일,"1,124.60","1,125.30","1,125.41","1,120.28",(0.0006)
2017년 07월 18일,"1,125.29","1,128.39","1,131.00","1,122.30",(0.0027)
2017년 07월 17일,"1,128.39","1,129.01","1,130.81","1,126.31",(0.0006)
2017년 07월 14일,"1,129.10","1,137.86","1,139.63","1,126.69",(0.0077)
2017년 07월 13일,"1,137.85","1,138.31","1,140.70","1,134.80",(0.0004)
2017년 07월 12일,"1,138.32","1,149.17","1,149.61","1,137.36",(0.0094)
2017년 07월 11일,"1,149.17","1,149.58","1,153.35","1,148.16",(0.0004)
2017년 07월 10일,"1,149.58","1,153.81","1,154.91","1,148.31",(0.0036)
2017년 07월 07일,"1,153.74","1,157.25","1,158.75","1,152.76",(0.0030)
2017년 07월 06일,"1,157.26","1,153.34","1,158.70","1,150.83",0.0034 
2017년 07월 05일,"1,153.34","1,150.73","1,156.06","1,147.59",0.0023 
2017년 07월 04일,"1,150.73","1,150.28","1,152.89","1,147.37",0.0004 
2017년 07월 03일,"1,150.28","1,145.61","1,150.69","1,141.57",0.0042 
2017년 06월 30일,"1,145.43","1,147.30","1,147.72","1,141.56",(0.0016)
2017년 06월 29일,"1,147.30","1,138.93","1,149.31","1,138.01",0.0073 
2017년 06월 28일,"1,138.93","1,140.55","1,146.72","1,138.68",(0.0014)
2017년 06월 27일,"1,140.56","1,133.52","1,141.42","1,133.43",0.0062 
2017년 06월 26일,"1,133.52","1,134.65","1,138.40","1,132.11",(0.0012)
2017년 06월 23일,"1,134.89","1,139.31","1,142.90","1,132.86",(0.0039)
2017년 06월 22일,"1,139.30","1,143.32","1,144.03","1,138.76",(0.0035)
2017년 06월 21일,"1,143.32","1,141.93","1,145.46","1,139.58",0.0012 
2017년 06월 20일,"1,141.93","1,136.78","1,143.53","1,135.34",0.0045 
2017년 06월 19일,"1,136.78","1,132.56","1,137.86","1,129.01",0.0033 
2017년 06월 16일,"1,133.08","1,130.84","1,139.01","1,127.80",0.0020 
2017년 06월 15일,"1,130.84","1,119.93","1,132.59","1,118.81",0.0097 
2017년 06월 14일,"1,119.93","1,127.73","1,128.31","1,116.30",(0.0069)
2017년 06월 13일,"1,127.73","1,130.97","1,131.59","1,126.65",(0.0029)
2017년 06월 12일,"1,130.97","1,125.36","1,133.26","1,123.61",0.0050 
2017년 06월 09일,"1,125.30","1,121.95","1,126.02","1,119.57",0.0030 
2017년 06월 08일,"1,121.95","1,124.29","1,128.01","1,121.86",(0.0021)
2017년 06월 07일,"1,124.28","1,118.07","1,126.00","1,117.93",0.0055 
2017년 06월 06일,"1,118.08","1,118.32","1,122.54","1,115.49",(0.0002)
