Date,ProductID,ProductName,in_ton
20191003,23100,무,317
20191003,23200,당근,118
20191004,23200,당근,98
20191004,23100,무,411
20191004,24400,양파,614
20191004,15100,고구마,168
20191004,22500,토마토,128
20191005,23100,무,483
20191005,23200,당근,57
20191005,24400,양파,625
20191005,15100,고구마,118
20191005,22500,토마토,160
20191007,23200,당근,151
20191007,23100,무,695
20191007,22500,토마토,249
20191007,24400,양파,652
20191007,15100,고구마,153
20191008,23100,무,509
20191008,24400,양파,777
20191008,23200,당근,212
20191008,22500,토마토,194
20191008,15100,고구마,153
20191009,15100,고구마,177
20191009,22500,토마토,184
20191009,24400,양파,798
20191009,23200,당근,228
20191009,23100,무,651
20191010,23100,무,493
20191010,23200,당근,133
20191010,24400,양파,598
20191010,22500,토마토,157
20191010,15100,고구마,117
20191011,24400,양파,659
20191011,22500,토마토,188
20191011,15100,고구마,98
20191011,23100,무,555
20191011,23200,당근,146
20191012,22500,토마토,184
20191012,15100,고구마,79
20191012,23100,무,449
20191012,24400,양파,638
20191012,23200,당근,49
20191014,24400,양파,762
20191014,23100,무,598
20191014,23200,당근,139
20191014,22500,토마토,213
20191014,15100,고구마,185
20191015,23100,무,525
20191015,23200,당근,155
20191015,24400,양파,791
20191015,15100,고구마,128
20191015,22500,토마토,167
20191016,23100,무,484
20191016,23200,당근,210
20191016,24400,양파,729
20191016,15100,고구마,131
20191016,22500,토마토,163
20191017,15100,고구마,150
20191017,22500,토마토,135
20191017,24400,양파,691
20191017,23100,무,619
20191017,23200,당근,231
20191018,23100,무,556
20191018,24400,양파,820
20191018,23200,당근,142
20191018,22500,토마토,185
20191018,15100,고구마,136
20191019,23100,무,394
20191019,23200,당근,50
20191019,24400,양파,488
20191019,22500,토마토,162
20191019,15100,고구마,161
20191021,23100,무,571
20191021,23200,당근,169
20191021,24400,양파,774
20191021,15100,고구마,239
20191021,22500,토마토,174
20191022,23100,무,491
20191022,23200,당근,191
20191022,24400,양파,696
20191022,15100,고구마,154
20191022,22500,토마토,183
20191023,23100,무,554
20191023,23200,당근,154
20191023,24400,양파,607
20191023,15100,고구마,141
20191023,22500,토마토,138
20191024,23100,무,476
20191024,23200,당근,249
20191024,24400,양파,567
20191024,22500,토마토,143
20191024,15100,고구마,121
20191025,23100,무,627
20191025,22500,토마토,153
20191025,15100,고구마,130
20191025,23200,당근,134
20191025,24400,양파,766
20191026,23100,무,472
20191026,15100,고구마,116
20191026,22500,토마토,134
20191026,23200,당근,44
20191026,24400,양파,621
20191028,15100,고구마,131
20191028,23100,무,446
20191028,23200,당근,173
20191028,24400,양파,711
20191028,22500,토마토,154
20191029,23100,무,476
20191029,23200,당근,157
20191029,24400,양파,658
20191029,15100,고구마,115
20191029,22500,토마토,156
20191030,15100,고구마,124
20191030,22500,토마토,129
20191030,23100,무,314
20191030,23200,당근,117
20191030,24400,양파,663
20191031,23200,당근,208
20191031,23100,무,482
20191031,22500,토마토,119
20191031,15100,고구마,103
20191031,24400,양파,770
20191101,24400,양파,738
20191101,23100,무,455
20191101,23200,당근,144
20191101,15100,고구마,109
20191101,22500,토마토,146
20191102,22500,토마토,134
20191102,15100,고구마,93
20191102,24400,양파,707
20191102,23100,무,403
20191102,23200,당근,59
20191104,24400,양파,671
20191104,23100,무,497
20191104,23200,당근,170
20191104,15100,고구마,151
20191104,22500,토마토,177
20191105,23100,무,275
20191105,23200,당근,140
20191105,24400,양파,619
20191105,22500,토마토,143
20191105,15100,고구마,122
20191106,23100,무,397
20191106,23200,당근,185
20191106,24400,양파,594
20191106,15100,고구마,148
20191106,22500,토마토,138
20191107,23100,무,453
20191107,23200,당근,91
20191107,24400,양파,705
20191107,22500,토마토,118
20191107,15100,고구마,94
20191108,23100,무,397
20191108,23200,당근,112
20191108,24400,양파,746
20191108,22500,토마토,165
20191108,15100,고구마,114
20191109,23100,무,358
20191109,23200,당근,75
20191109,24400,양파,644
20191109,22500,토마토,123
20191109,15100,고구마,86
20191111,23100,무,383
20191111,23200,당근,154
20191111,24400,양파,681
20191111,22500,토마토,178
20191111,15100,고구마,118
20191112,23100,무,291
20191112,23200,당근,108
20191112,24400,양파,779
20191112,22500,토마토,112
20191112,15100,고구마,123
20191113,23100,무,211
20191113,23200,당근,123
20191113,24400,양파,690
20191113,22500,토마토,133
20191113,15100,고구마,118
20191114,23100,무,209
20191114,23200,당근,128
20191114,24400,양파,694
20191114,22500,토마토,103
20191114,15100,고구마,98
20191115,15100,고구마,92
20191115,22500,토마토,149
20191115,23100,무,212
20191115,23200,당근,102
20191115,24400,양파,697
20191116,23100,무,279
20191116,23200,당근,53
20191116,24400,양파,625
20191116,15100,고구마,76
20191116,22500,토마토,132
20191118,23100,무,303
20191118,23200,당근,198
20191118,24400,양파,605
20191118,22500,토마토,176
20191118,15100,고구마,123
20191119,23100,무,481
20191119,23200,당근,126
20191119,24400,양파,600
20191119,15100,고구마,100
20191119,22500,토마토,99
20191120,23100,무,337
20191120,23200,당근,213
20191120,15100,고구마,131
20191120,22500,토마토,128
20191120,24400,양파,783
20191121,15100,고구마,124
20191121,22500,토마토,81
20191121,23100,무,187
20191121,23200,당근,114
20191121,24400,양파,773
20191122,24400,양파,749
20191122,15100,고구마,110
20191122,22500,토마토,152
20191122,23100,무,317
20191122,23200,당근,133
20191123,23100,무,361
20191123,23200,당근,58
20191123,24400,양파,660
20191123,22500,토마토,100
20191123,15100,고구마,60
20191125,23100,무,267
20191125,23200,당근,144
20191125,24400,양파,601
20191125,15100,고구마,130
20191125,22500,토마토,160
20191126,23100,무,292
20191126,23200,당근,129
20191126,24400,양파,618
20191126,22500,토마토,119
20191126,15100,고구마,112
20191127,23100,무,192
20191127,23200,당근,119
20191127,24400,양파,583
20191127,22500,토마토,119
20191127,15100,고구마,124
20191128,15100,고구마,113
20191128,22500,토마토,97
20191128,23100,무,308
20191128,23200,당근,150
20191128,24400,양파,608
20191129,23100,무,265
20191129,23200,당근,134
20191129,24400,양파,593
20191129,22500,토마토,144
20191129,15100,고구마,143
20191130,23100,무,295
20191130,23200,당근,50
20191130,24400,양파,625
20191130,22500,토마토,121
20191130,15100,고구마,70
20191202,23100,무,326
20191202,23200,당근,197
20191202,24400,양파,609
20191202,15100,고구마,145
20191202,22500,토마토,151
20191203,23200,당근,108
20191203,24400,양파,675
20191203,23100,무,207
20191203,15100,고구마,158
20191203,22500,토마토,102
20191204,23100,무,270
20191204,24400,양파,697
20191204,22500,토마토,124
20191204,15100,고구마,133
20191204,23200,당근,145
20191205,23100,무,314
20191205,23200,당근,180
20191205,24400,양파,639
20191205,15100,고구마,192
20191205,22500,토마토,88
20191206,23100,무,212
20191206,23200,당근,118
20191206,24400,양파,667
20191206,22500,토마토,143
20191206,15100,고구마,177
20191207,23100,무,163
20191207,23200,당근,53
20191207,24400,양파,527
20191207,15100,고구마,60
20191207,22500,토마토,100
20191209,23100,무,364
20191209,23200,당근,143
20191209,24400,양파,673
20191209,15100,고구마,151
20191209,22500,토마토,145
20191210,23100,무,452
20191210,23200,당근,146
20191210,24400,양파,698
20191210,15100,고구마,184
20191210,22500,토마토,119
20191211,23100,무,475
20191211,22500,토마토,109
20191211,15100,고구마,168
20191211,24400,양파,759
20191211,23200,당근,137
20191212,23100,무,405
20191212,23200,당근,132
20191212,24400,양파,631
20191212,22500,토마토,100
20191212,15100,고구마,174
20191213,23100,무,397
20191213,23200,당근,167
20191213,24400,양파,698
20191213,15100,고구마,135
20191213,22500,토마토,170
20191214,23100,무,261
20191214,23200,당근,73
20191214,24400,양파,630
20191214,22500,토마토,112
20191214,15100,고구마,115
20191216,23100,무,349
20191216,23200,당근,148
20191216,24400,양파,687
20191216,15100,고구마,212
20191216,22500,토마토,176
20191217,23100,무,367
20191217,23200,당근,142
20191217,24400,양파,617
20191217,22500,토마토,117
20191217,15100,고구마,191
20191218,23100,무,347
20191218,23200,당근,129
20191218,24400,양파,750
20191218,22500,토마토,137
20191218,15100,고구마,168
20191219,23100,무,406
20191219,23200,당근,108
20191219,24400,양파,546
20191219,22500,토마토,91
20191219,15100,고구마,132
20191220,15100,고구마,167
20191220,23100,무,428
20191220,23200,당근,126
20191220,24400,양파,634
20191220,22500,토마토,179
20191221,23100,무,368
20191221,23200,당근,105
20191221,24400,양파,552
20191221,15100,고구마,110
20191221,22500,토마토,101
20191223,23100,무,519
20191223,23200,당근,264
20191223,24400,양파,719
20191223,22500,토마토,145
20191223,15100,고구마,153
20191224,23200,당근,127
20191224,24400,양파,548
20191224,23100,무,498
20191224,15100,고구마,146
20191224,22500,토마토,130
20191225,23100,무,433
20191225,23200,당근,164
20191225,24400,양파,647
20191225,22500,토마토,106
20191225,15100,고구마,145
20191226,23100,무,446
20191226,23200,당근,150
20191226,24400,양파,672
20191226,22500,토마토,71
20191226,15100,고구마,83
20191227,23100,무,378
20191227,23200,당근,138
20191227,24400,양파,697
20191227,22500,토마토,165
20191227,15100,고구마,126
20191228,23200,당근,64
20191228,24400,양파,653
20191228,22500,토마토,90
20191228,23100,무,280
20191228,15100,고구마,91
20191230,23100,무,399
20191230,24400,양파,759
20191230,23200,당근,205
20191230,22500,토마토,161
20191230,15100,고구마,152
20191231,23100,무,412
20191231,23200,당근,135
20191231,24400,양파,728
20191231,22500,토마토,123
20191231,15100,고구마,80
