date,close,open,high,low,volume_k,diff
2016-09-27,44.67,45.62,45.96,44.19,630.76,-0.0274
2016-09-26,45.93,44.62,46.2,44.43,527.12,0.0326
2016-09-23,44.48,46.07,46.55,44.22,718.4,-0.0397
2016-09-22,46.32,45.62,46.52,45.52,521.68,0.0216
2016-09-21,45.34,44.5,45.65,44.5,585.99,0.0437
2016-09-20,43.44,43.13,44.05,42.55,37.38,0.0032
2016-09-19,43.3,43.18,44.15,43.12,129.86,0.0063
2016-09-16,43.03,43.71,43.75,42.74,231.19,-0.02
2016-09-15,43.91,43.7,44.34,43.26,537.19,0.0076
2016-09-14,43.58,45,45.33,43.42,705.86,-0.0294
2016-09-13,44.9,46.06,46.13,44.77,657.78,-0.03
2016-09-12,46.29,45.57,46.51,44.72,745.02,0.0089
2016-09-09,45.88,47.36,47.36,45.56,688.19,-0.0365
2016-09-08,47.62,46.12,47.75,45.77,761.94,0.0466
2016-09-07,45.5,44.85,46.17,44.55,572.88,0.0149
2016-09-06,44.83,44.15,46.53,43.84,932.15,-0.0053
2016-09-05,45.07,44.12,46.53,44.07,0,0.0218
2016-09-04,44.11,44.15,44.38,44.1,0,-0.0074
2016-09-02,44.44,43.55,44.67,43.16,576.92,0.0297
2016-09-01,43.16,44.85,45.08,43,605,-0.0345
2016-08-31,44.7,46.24,46.41,44.51,549.01,-0.0356
2016-08-30,46.35,46.98,47.49,46.21,464.45,-0.0134
2016-08-29,46.98,47.22,47.28,46.62,309.25,-0.0139
2016-08-26,47.64,47.37,48.46,46.94,558.34,0.0065
2016-08-25,47.33,46.8,47.46,46.42,458.82,0.012
2016-08-24,46.77,47.59,47.74,46.45,603.5,-0.0277
2016-08-23,48.1,47.39,48.32,46.59,623.9,0.0223
2016-08-22,47.05,48.4,48.4,46.75,36.53,-0.0303
2016-08-19,48.52,48.33,48.75,47.93,162.44,0.0062
2016-08-18,48.22,46.9,48.38,46.63,229.28,0.0306
2016-08-17,46.79,46.37,46.95,45.84,563.35,0.0045
2016-08-16,46.58,45.59,46.73,45.34,550.44,0.0184
2016-08-15,45.74,44.74,45.93,44.38,522.53,0.0281
2016-08-12,44.49,43.46,44.78,43.31,536.08,0.023
2016-08-11,43.49,41.48,43.86,41.1,682.24,0.0427
2016-08-10,41.71,42.74,43.39,41.42,676.15,-0.0248
2016-08-09,42.77,42.83,43.52,42.47,624.7,-0.0058
2016-08-08,43.02,41.99,43.39,41.81,562.53,0.0292
2016-08-05,41.8,41.84,42.1,41.06,550.19,-0.0031
2016-08-04,41.93,41.16,42.08,40.43,598.84,0.0269
2016-08-03,40.83,39.7,41.2,39.19,655.19,0.0334
2016-08-02,39.51,40.08,40.91,39.26,534.51,-0.0137
2016-08-01,40.06,41.35,41.88,39.82,533.02,-0.037
2016-07-29,41.6,41.12,41.67,40.57,478.76,0.0112
2016-07-28,41.14,41.93,42.22,41.04,447.91,-0.0186
2016-07-27,41.92,42.66,43.2,41.68,537.39,-0.0233
2016-07-26,42.92,43.07,43.39,42.36,461.32,-0.0049
2016-07-25,43.13,44.2,44.37,42.97,389.84,-0.024
2016-07-22,44.19,44.6,44.97,43.74,428.41,-0.0125
2016-07-21,44.75,45.65,46.09,44.52,432.97,-0.0042
2016-07-20,44.94,44.59,45.25,43.69,29.39,0.0065
2016-07-19,44.65,45.23,45.67,44.53,128.13,-0.013
2016-07-18,45.24,46.12,46.14,44.86,211.39,-0.0155
2016-07-15,45.95,45.52,46.33,45.05,430.26,0.0059
2016-07-14,45.68,45.14,45.8,44.95,573.76,0.0208
2016-07-13,44.75,46.58,46.71,44.56,686.25,-0.0438
2016-07-12,46.8,44.58,46.93,44.51,658.26,0.0456
2016-07-11,44.76,45.07,45.77,44.42,533.66,-0.0143
2016-07-08,45.41,45.19,45.97,44.77,583.08,0.006
2016-07-07,45.14,47.88,48.25,44.87,710.89,-0.0483
2016-07-06,47.43,46.83,47.95,45.92,607.66,0.0178
2016-07-05,46.6,49.11,49.35,46.33,609.19,-0.0421
2016-07-04,48.65,49.01,49.35,48.54,0,-0.0073
2016-07-03,49.01,49.14,49.22,48.94,0,0.0004
2016-07-01,48.99,48.38,49.3,47.9,405.19,0.0137
2016-06-30,48.33,49.55,49.62,48.17,508.74,-0.0311
2016-06-29,49.88,48.06,50,47.98,511.48,0.0424
2016-06-28,47.85,46.59,48.18,46.54,498.85,0.0328
2016-06-27,46.33,47.81,47.96,45.83,504.61,-0.0275
2016-06-24,47.64,50.3,50.45,46.7,649.45,-0.0493
2016-06-23,50.11,49.08,50.23,49.08,401.89,0.0199
2016-06-22,49.13,50.22,50.54,48.4,569.94,0.0057
2016-06-21,48.85,49.14,49.32,48.16,30.11,-0.0105
2016-06-20,49.37,48.29,49.42,48.14,98.29,0.029
2016-06-17,47.98,45.99,48.29,45.83,226.65,0.0383
2016-06-16,46.21,47.45,47.75,45.91,507.91,-0.0375
2016-06-15,48.01,47.9,48.72,47.28,527.87,-0.0099
2016-06-14,48.49,48.52,48.69,47.84,456.14,-0.008
2016-06-13,48.88,48.85,49.28,48.16,506.04,-0.0039
2016-06-10,49.07,50.47,50.73,48.8,596.12,-0.0295
2016-06-09,50.56,51.45,51.67,50.23,560.72,-0.0131
2016-06-08,51.23,50.41,51.62,50.32,656.42,0.0173
2016-06-07,50.36,49.71,50.53,49.44,542.25,0.0135
2016-06-06,49.69,48.88,49.9,48.71,450.47,0.022
2016-06-03,48.62,49.04,49.41,48.33,481.03,-0.0112
2016-06-02,49.17,48.9,49.47,47.97,564.85,0.0033
2016-06-01,49.01,48.82,49.25,47.75,568.84,-0.0018
2016-05-31,49.1,49.54,50.1,48.81,476.99,-0.0083
2016-05-30,49.51,49.56,49.75,49.08,0,-0.0014
2016-05-29,49.58,49.54,49.71,49.54,0,0.0051
2016-05-27,49.33,49.31,49.6,48.69,406.39,-0.003
2016-05-26,49.48,49.7,50.21,49.22,488.47,-0.0016
2016-05-25,49.56,49.09,49.75,48.65,550.5,0.0193
2016-05-24,48.62,48.08,49.27,47.64,475.97,0.0112
2016-05-23,48.08,48.46,48.5,47.4,475.45,0.0069
2016-05-20,47.75,48.2,48.79,47.44,28.52,-0.0085
2016-05-19,48.16,47.87,48.28,46.73,108.82,-0.0006
2016-05-18,48.19,48.53,48.95,47.75,343.18,-0.0025
2016-05-17,48.31,47.9,48.76,47.53,470.44,0.0124
2016-05-16,47.72,46.28,47.98,46.15,550.86,0.0327
2016-05-13,46.21,46.41,46.49,45.75,519.36,-0.0105
2016-05-12,46.7,46,47.02,45.61,715.1,0.0102
2016-05-11,46.23,44.6,46.36,43.96,869.96,0.0352
2016-05-10,44.66,43.25,44.79,43.03,709.42,0.0281
2016-05-09,43.44,45,45.94,43.24,767.57,-0.0273
2016-05-06,44.66,44.52,45.34,43.54,695.31,0.0077
2016-05-05,44.32,44.04,46.07,43.96,746.16,0.0123
2016-05-04,43.78,43.85,44.88,43.22,711.13,0.003
2016-05-03,43.65,44.92,45.35,43.32,625.55,-0.0252
2016-05-02,44.78,45.9,46.15,44.54,464.03,-0.0248
2016-04-29,45.92,45.9,46.78,45.24,598.44,-0.0024
2016-04-28,46.03,45.3,46.14,44.94,487.41,0.0154
2016-04-27,45.33,44.64,45.62,43.77,648.03,0.0293
2016-04-26,44.04,42.96,44.83,42.5,564.39,0.0328
2016-04-25,42.64,43.75,44.04,42.58,606.38,-0.0249
2016-04-22,43.73,43.42,44.45,43.11,575.11,0.0127
2016-04-21,43.18,43.97,44.49,43.05,671.1,0.0129
2016-04-20,42.63,40.8,42.91,39.85,30.09,0.0377
2016-04-19,41.08,40.04,41.53,39.58,101.73,0.0327
2016-04-18,39.78,38.75,40.24,37.61,342.46,-0.0144
2016-04-15,40.36,41.43,41.73,39.98,520.15,-0.0275
2016-04-14,41.5,41.54,42.16,40.84,488.61,-0.0062
2016-04-13,41.76,41.63,42.42,41.24,730.44,-0.0097
2016-04-12,42.17,40.35,42.25,40.09,796.84,0.0448
2016-04-11,40.36,39.72,40.75,39.25,679.35,0.0161
2016-04-08,39.72,37.52,39.84,37.45,817.23,0.066
2016-04-07,37.26,37.76,38.3,36.69,626.75,-0.013
2016-04-06,37.75,36.52,37.9,36.43,751.05,0.0518
2016-04-05,35.89,35.5,36.58,35.24,485.54,0.0053
2016-04-04,35.7,36.61,37.21,35.46,549.48,-0.0296
2016-04-01,36.79,38.14,38.56,36.63,547.19,-0.0404
2016-03-31,38.34,38.3,39.04,37.57,532.15,0.0005
2016-03-30,38.32,38.52,39.85,38.14,542.47,0.001
2016-03-29,38.28,39.32,39.48,37.91,488.03,-0.0282
2016-03-28,39.39,39.55,40.14,38.86,299.78,-0.0018
2016-03-24,39.46,39.73,39.77,38.33,495.17,-0.0083
2016-03-23,39.79,41.19,41.34,39.67,492,-0.04
2016-03-22,41.45,41.59,41.9,40.77,463.69,0.0386
2016-03-21,39.91,39.06,40.3,38.61,31.92,0.0119
2016-03-18,39.44,40.25,41.2,39.15,130.15,-0.0189
2016-03-17,40.2,38.59,40.36,38.47,298.01,0.0452
2016-03-16,38.46,36.74,38.63,36.61,494.17,0.0583
2016-03-15,36.34,37.37,37.4,35.96,446.1,-0.0226
2016-03-14,37.18,38.17,38.77,36.68,489.94,-0.0343
2016-03-11,38.5,37.99,39.02,37.92,564.79,0.0174
2016-03-10,37.84,38.17,38.48,37.21,701.44,-0.0118
2016-03-09,38.29,36.36,38.51,36.24,740.63,0.049
2016-03-08,36.5,37.94,38.39,36.12,706.93,-0.0369
2016-03-07,37.9,36.2,38.11,36.09,709.87,0.0551
2016-03-04,35.92,34.66,36.34,34.4,578.29,0.0391
2016-03-03,34.57,34.73,35.32,34.19,512.96,-0.0026
2016-03-02,34.66,33.89,35.17,33.55,597.83,0.0076
2016-03-01,34.4,33.9,34.76,33.37,566.23,0.0193
2016-02-29,33.75,32.72,33.98,32.32,512.47,0.0296
2016-02-26,32.78,33.04,34.69,32.64,646.29,-0.0088
2016-02-25,33.07,32.19,33.49,31.07,611.87,0.0286
2016-02-24,32.15,31.28,32.4,30.56,652.25,0.0088
2016-02-23,31.87,33.34,33.53,31.22,539.38,0.0124
2016-02-22,31.48,29.72,32.05,29.48,26.32,0.0621
2016-02-19,29.64,30.6,30.73,29.05,103.2,-0.0367
2016-02-18,30.77,31.35,31.98,30.27,225.5,0.0036
2016-02-17,30.66,29.14,31.49,28.73,578.64,0.0558
2016-02-16,29.04,29.08,31.53,28.7,651.96,-0.0511
2016-02-15,30.6,29.08,30.69,28.97,0,0.0526
2016-02-14,29.08,29.06,29.18,28.97,0,-0.0124
2016-02-12,29.44,27.3,29.66,26.95,675.16,0.1232
2016-02-11,26.21,27.34,27.48,26.05,795.97,-0.0452
2016-02-10,27.45,28.36,29.22,27.24,781.28,-0.0175
2016-02-09,27.94,30.17,30.61,27.74,738.22,-0.0589
2016-02-08,29.69,30.97,31.38,29.57,603.65,-0.0388
2016-02-05,30.89,31.64,32.45,30.63,616.53,-0.0262
2016-02-04,31.72,32.71,33.6,31.53,696.72,-0.0173
2016-02-03,32.28,29.75,32.75,29.4,811.7,0.0803
2016-02-02,29.88,31.37,31.53,29.57,602.56,-0.055
2016-02-01,31.62,33.83,34.18,31.29,595.61,-0.0595
2016-01-29,33.62,33.7,34.4,32.65,618.11,0.012
2016-01-28,33.22,32.19,34.82,31.74,833.38,0.0285
2016-01-27,32.3,30.55,32.84,30.14,738.55,0.027
2016-01-26,31.45,29.81,32.41,29.25,642.43,0.0366
2016-01-25,30.34,32.05,32.74,29.68,606.89,-0.0575
2016-01-22,32.19,29.84,32.35,29.53,636.57,0.0901
2016-01-21,29.53,28.35,30.25,27.87,694.04,0.1122
2016-01-20,26.55,28.33,28.58,26.19,32.11,-0.0671
2016-01-19,28.46,29.2,30.21,28.21,188.03,-0.0521
2016-01-18,30.02,29.76,30.88,29.67,0,0.0094
2016-01-17,29.75,30.68,30.68,29.36,0,0.011
2016-01-15,29.42,31.18,31.18,29.13,329.09,-0.0571
2016-01-14,31.2,30.6,31.77,30.28,537.91,0.0236
2016-01-13,30.48,30.54,31.71,30.1,637.9,0.0013
2016-01-12,30.44,31.11,32.21,29.93,627.22,-0.0309
2016-01-11,31.41,32.94,33.2,30.88,648.64,-0.0528
2016-01-08,33.16,33.3,34.34,32.64,596.5,-0.0033
2016-01-07,33.27,34.09,34.26,32.1,617.41,-0.0206
2016-01-06,33.97,36.18,36.39,33.77,563.81,-0.0556
2016-01-05,35.97,36.9,37.1,35.74,410.13,-0.0215
2016-01-04,36.76,37.6,38.39,36.33,431.99,-0.0076
