Date,ProductID,Grade,KG,ProductName,Price
20190128,24400,0,20,양파,14719
20190128,24400,1,1,양파,542
20190128,24400,1,12,양파,5926
20190128,24400,1,15,양파,9275
20190128,24400,1,20,양파,8859
20190128,24400,2,1,양파,391
20190128,24400,2,12,양파,4099
20190128,24400,2,15,양파,7166
20190128,24400,2,20,양파,8000
20190128,24400,3,1,양파,262
20190128,24400,3,12,양파,2732
20190128,24400,3,15,양파,4456
20190128,24400,3,20,양파,7588
20190129,15100,0,10,고구마,40318
20190129,15100,1,10,고구마,29845
20190129,15100,2,10,고구마,21250
20190129,15100,3,10,고구마,10730
20190129,22500,0,10,토마토,30586
20190129,22500,0,5,토마토,16936
20190129,22500,1,10,토마토,21471
20190129,22500,1,5,토마토,14862
20190129,22500,2,10,토마토,18140
20190129,22500,2,5,토마토,13068
20190129,22500,3,10,토마토,11211
20190129,22500,3,5,토마토,8840
20190129,23100,0,20,무,7974
20190129,23100,1,20,무,6881
20190129,23100,2,20,무,5617
20190129,23100,3,20,무,4481
20190129,23200,1,20,당근,23223
20190129,23200,2,20,당근,20664
20190129,23200,3,20,당근,16472
20190129,24400,0,1,양파,820
20190129,24400,0,12,양파,9813
20190129,24400,0,15,양파,11152
20190129,24400,0,20,양파,16358
20190129,24400,1,1,양파,533
20190129,24400,1,12,양파,4931
20190129,24400,1,15,양파,8663
20190129,24400,1,20,양파,13067
20190129,24400,2,1,양파,352
20190129,24400,2,12,양파,3401
20190129,24400,2,15,양파,6551
20190129,24400,2,20,양파,10097
20190129,24400,3,1,양파,201
20190129,24400,3,12,양파,1968
20190129,24400,3,15,양파,4652
20190129,24400,3,20,양파,5713
20190130,15100,0,10,고구마,47865
20190130,15100,1,10,고구마,34501
20190130,15100,2,10,고구마,23093
20190130,15100,3,10,고구마,10907
